Microsoft (R) COFF/PE Dumper Version 9.00.21022.08
Copyright (C) Microsoft Corporation.  All rights reserved.
       1906  771 0003FE10 ?Initialize@TextGraphic@DirectUI@@QEAAJPEAVElement@2@PEAK@Z
       1907  772 000616DC ?Initialize@Thumb@DirectUI@@QEAAJIPEAVElement@2@PEAK@Z
       1908  773 0000B7D4 ?Initialize@UnknownElement@DirectUI@@QEAAJIPEAVElement@2@PEAK@Z
       1909  774 000676D0 ?Initialize@VerticalFlowLayout@DirectUI@@QEAAX_NIII@Z
       1910  775 0001A454 ?Initialize@Viewer@DirectUI@@QEAAJPEAVElement@2@PEAK@Z
       1911  776 00037600 ?Initialize@XBaby@DirectUI@@IEAAJPEAVIXElementCP@2@PEAVXProvider@2@PEAUHWND__@@PEAVElement@2@PEAK@Z
       1912  777 000279DC ?Initialize@XElement@DirectUI@@QEAAJIPEAVElement@2@PEAK@Z
       1913  778 00037434 ?Initialize@XHost@DirectUI@@QEAAJPEAVIXElementCP@2@@Z
       1914  779 00037180 ?Initialize@XProvider@DirectUI@@QEAAJPEAVElement@2@PEAVIXProviderCP@2@@Z
       1915  77A 000376E0 ?Initialize@XResourceProvider@DirectUI@@QEAAJPEAUHINSTANCE__@@PEBG11@Z
       1916  77B 0005D4CC ?InitializeDllInfo@CallstackTracker@DirectUI@@CAHXZ
       1917  77C 0000DDDC ?InitializeParserFromXmlLiteReader@DUIXmlParser@DirectUI@@IEAAJPEAUIXmlReader@@@Z
       1918  77D 0005D6AC ?InitializeSymbols@CallstackTracker@DirectUI@@CAHXZ
       1919  77E 00017730 ?Insert@Element@DirectUI@@QEAAJPEAV12@I@Z
       1920  77F 0000AFFC ?Insert@Element@DirectUI@@UEAAJPEAPEAV12@II@Z
       1921  780 0006B038 ?InsertItem@CCTreeView@DirectUI@@QEAAPEAU_TREEITEM@@PEAGIQEAU3@1@Z
       1922  781 0006AFF0 ?InsertItem@CCTreeView@DirectUI@@QEAAPEAU_TREEITEM@@PEBUtagTVINSERTSTRUCTW@@@Z
       1923  782 000381A0 ?InternalCreate@TableLayout@DirectUI@@SAJHHHPEAHPEAPEAVLayout@2@@Z
       1924  783 0003577C ?InternalEnsureVisible@Viewer@DirectUI@@AEAA_NHHHH@Z
       1925  784 00083694 ?InterpolationModeProp@Movie@DirectUI@@SAPEBUPropertyInfo@2@XZ
       1926  785 0003AA10 ?Invoke@DuiAccessible@DirectUI@@UEAAJJAEBU_GUID@@KGPEAUtagDISPPARAMS@@PEAUtagVARIANT@@PEAUtagEXCEPINFO@@PEAI@Z
       1927  786 00072D30 ?Invoke@InvokeProvider@DirectUI@@UEAAJXZ
       1928  787 0005FFB4 ?Invoke@Proxy@DirectUI@@IEAAXIPEAX@Z
       1929  788 00035270 ?InvokeAnimation@Element@DirectUI@@QEAAXHI@Z
       1930  789 00035300 ?InvokeAnimation@Element@DirectUI@@QEAAXIIMM_N@Z
       1931  78A 000DCCD8 ?InvokeInvokedEvent@Schema@DirectUI@@2HA
       1932  78B 000DCC34 ?InvokePattern@Schema@DirectUI@@2HA
       1933  78C 000360EC ?IsButtonEnabledAndVisible@DialogElement@DirectUI@@KA_NPEAVElement@2@@Z
       1934  78D 00058FE0 ?IsCacheDirty@Layout@DirectUI@@IEAA_NXZ
       1935  78E 0005953C ?IsCompositedText@Element@DirectUI@@QEAA_NXZ
       1936  78F 000DCC24 ?IsContentElementProperty@Schema@DirectUI@@2HA
       1937  790 00027870 ?IsContentProtected@Edit@DirectUI@@UEAA_NXZ
       1938  791 00001020 ?IsContentProtected@Element@DirectUI@@UEAA_NXZ
       1939  792 000DCD78 ?IsControlElementProperty@Schema@DirectUI@@2HA
       1940  793 0005D658 ?IsCorrectImageHlpVersion@CallstackTracker@DirectUI@@CAHXZ
       1941  794 00059288 ?IsDefaultCAlign@Element@DirectUI@@QEAA_NXZ
       1942  795 000592BC ?IsDefaultCursor@Element@DirectUI@@QEAA_NXZ
       1943  796 0001E2A8 ?IsDescendent@Element@DirectUI@@QEAA_NPEAV12@@Z
       1944  797 000699EC ?IsDescendent@XElement@DirectUI@@QEAA_NPEAVElement@2@@Z
       1945  798 00069FCC ?IsDescendent@XProvider@DirectUI@@UEAAJPEAVElement@2@PEA_N@Z
       1946  799 000591D0 ?IsDestroyed@Element@DirectUI@@QEAA_NXZ
       1947  79A 000DCBD0 ?IsEnabledProperty@Schema@DirectUI@@2HA
       1948  79B 00001258 ?IsEqual@Value@DirectUI@@QEAA_NPEAV12@@Z
       1949  79C 0005F680 ?IsFirstElement@HWNDElement@DirectUI@@QEAA_NPEAVElement@2@@Z
       1950  79D 00012730 ?IsGlobal@ClassInfoBase@DirectUI@@UEBA_NXZ
       1951  79E 000591E4 ?IsHosted@Element@DirectUI@@QEAA_NXZ
       1952  79F 000DCCC8 ?IsKeyboardFocusableProperty@Schema@DirectUI@@2HA
       1953  7A0 0005F6D0 ?IsLastElement@HWNDElement@DirectUI@@QEAA_NPEAVElement@2@@Z
       1954  7A1 0005B4A8 ?IsMoveDeferred@HWNDHost@DirectUI@@IEAA_NXZ
       1955  7A2 000DCCF8 ?IsOffscreen@Schema@DirectUI@@2HA
       1956  7A3 000DCBAC ?IsPasswordProperty@Schema@DirectUI@@2HA
       1957  7A4 0006E290 ?IsPatternSupported@ElementProxy@DirectUI@@IEAAJW4Pattern@Schema@2@PEA_N@Z
       1958  7A5 000716D0 ?IsPatternSupported@ExpandCollapseProxy@DirectUI@@SA_NPEAVElement@2@@Z
       1959  7A6 00071B7C ?IsPatternSupported@GridItemProxy@DirectUI@@SA_NPEAVElement@2@@Z
       1960  7A7 000723C0 ?IsPatternSupported@GridProxy@DirectUI@@SA_NPEAVElement@2@@Z
       1961  7A8 00072D9C ?IsPatternSupported@InvokeProxy@DirectUI@@SA_NPEAVElement@2@@Z
       1962  7A9 00073050 ?IsPatternSupported@RangeValueProxy@DirectUI@@SA_NPEAVElement@2@@Z
       1963  7AA 000735A4 ?IsPatternSupported@ScrollItemProxy@DirectUI@@SA_NPEAVElement@2@@Z
       1964  7AB 00073C5C ?IsPatternSupported@ScrollProxy@DirectUI@@SA_NPEAVElement@2@@Z
       1965  7AC 00074674 ?IsPatternSupported@SelectionItemProxy@DirectUI@@SA_NPEAVElement@2@@Z
       1966  7AD 00075048 ?IsPatternSupported@SelectionProxy@DirectUI@@SA_NPEAVElement@2@@Z
       1967  7AE 0007574C ?IsPatternSupported@TableItemProxy@DirectUI@@SA_NPEAVElement@2@@Z
       1968  7AF 00076274 ?IsPatternSupported@TableProxy@DirectUI@@SA_NPEAVElement@2@@Z
       1969  7B0 00076B78 ?IsPatternSupported@ToggleProxy@DirectUI@@SA_NPEAVElement@2@@Z
       1970  7B1 00001B08 ?IsPatternSupported@ValueProxy@DirectUI@@SA_NPEAVElement@2@@Z
       1971  7B2 00058FA8 ?IsPinned@BaseScrollBar@DirectUI@@QEAA_NXZ
       1972  7B3 0005E218 ?IsPointValid@Element@DirectUI@@AEAA_NNN@Z
       1973  7B4 00014880 ?IsRTL@Element@DirectUI@@QEAA_NXZ
       1974  7B5 00014880 ?IsRTLReading@Element@DirectUI@@UEAA_NXZ
       1975  7B6 0005EA5C ?IsRoot@Element@DirectUI@@QEAAHXZ
       1976  7B7 00015D50 ?IsScrollable@BaseScrollBar@DirectUI@@QEAA_NXZ
       1977  7B8 00059200 ?IsSelfLayout@Element@DirectUI@@QEAA_NXZ
       1978  7B9 000028D0 ?IsSubclassOf@ClassInfoBase@DirectUI@@UEBA_NPEAUIClassInfo@2@@Z
       1979  7BA 0006D91C ?IsThemeClassName@DUIXmlParser@DirectUI@@KA_NPEBUExprNode@ParserTools@2@@Z
       1980  7BB 0005FEC0 ?IsValidAccessor@Element@DirectUI@@QEAA_NPEBUPropertyInfo@2@H_N@Z
       1981  7BC 000064D0 ?IsValidProperty@ClassInfoBase@DirectUI@@UEBA_NPEBUPropertyInfo@2@@Z
       1982  7BD 0005FEEC ?IsValidValue@Element@DirectUI@@SA_NPEBUPropertyInfo@2@PEAVValue@2@@Z
       1983  7BE 00059298 ?IsWordWrap@Element@DirectUI@@QEAA_NXZ
       1984  7BF 000DCD5C ?ItemContainerPattern@Schema@DirectUI@@2HA
       1985  7C0 000DCCD0 ?ItemStatusProperty@Schema@DirectUI@@2HA
       1986  7C1 000DCD8C ?ItemTypeProperty@Schema@DirectUI@@2HA
       1987  7C2 00004044 ?KeyFocusedProp@Element@DirectUI@@SAPEBUPropertyInfo@2@XZ
       1988  7C3 00002B24 ?KeyWithinProp@Element@DirectUI@@SAPEBUPropertyInfo@2@XZ
       1989  7C4 00017618 ?KeyboardNavigate@Element@DirectUI@@SA?AVUID@@XZ
       1990  7C5 000DCC74 ?LabeledByProperty@Schema@DirectUI@@2HA
       1991  7C6 00006F90 ?LastDSConstProp@Element@DirectUI@@SAPEBUPropertyInfo@2@XZ
       1992  7C7 000DCC60 ?LayoutInvalidatedEvent@Schema@DirectUI@@2HA
       1993  7C8 00014400 ?LayoutPosProp@Element@DirectUI@@SAPEBUPropertyInfo@2@XZ
       1994  7C9 000196F4 ?LayoutProp@Element@DirectUI@@SAPEBUPropertyInfo@2@XZ
       1995  7CA 0006BA20 ?Leaving@Browser@DirectUI@@SA?AVUID@@XZ
       1996  7CB 000637A0 ?LineDown@BaseScrollBar@DirectUI@@UEAAXI@Z
       1997  7CC 0006B294 ?LineProp@CCBaseScrollBar@DirectUI@@SAPEBUPropertyInfo@2@XZ
       1998  7CD 00064244 ?LineProp@ScrollBar@DirectUI@@SAPEBUPropertyInfo@2@XZ
       1999  7CE 0006B5D4 ?LineSizeProp@CCTrackBar@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2000  7CF 0006373C ?LineUp@BaseScrollBar@DirectUI@@UEAAXI@Z
       2001  7D0 000DCCE8 ?ListControlType@Schema@DirectUI@@2HA
       2002  7D1 000DCC88 ?ListItemControlType@Schema@DirectUI@@2HA
       2003  7D2 0006C954 ?LoadComCtl32@TaskPage@DirectUI@@AEAAJXZ
       2004  7D3 00066C8C ?LoadCommonControlExports@AnimationStrip@DirectUI@@AEAAJXZ
       2005  7D4 00069598 ?LoadFromBuffer@DUIFactory@DirectUI@@QEAAJPEBG_K0PEAVElement@2@PEAKPEAPEAV32@@Z
       2006  7D5 00069640 ?LoadFromFile@DUIFactory@DirectUI@@QEAAJPEBG0PEAVElement@2@PEAKPEAPEAV32@@Z
       2007  7D6 00083B44 ?LoadFromPath@Movie@DirectUI@@QEAAJPEBG@Z
       2008  7D7 000372C0 ?LoadFromResource@DUIFactory@DirectUI@@QEAAJPEAUHINSTANCE__@@PEBG1PEAVElement@2@PEAKPEAPEAV42@1@Z
       2009  7D8 0003CD94 ?LoadFromResource@Movie@DirectUI@@QEAAJPEAUHINSTANCE__@@H@Z
       2010  7D9 00066DC4 ?LoadImagesIntoAnimationStrip@AnimationStrip@DirectUI@@IEAAJXZ
       2011  7DA 0006CA20 ?LoadPage@TaskPage@DirectUI@@AEAAJPEAPEAVElement@2@PEAV32@PEAPEAVDUIXmlParser@2@@Z
       2012  7DB 0003AA10 ?LoadPage@TaskPage@DirectUI@@MEAAJPEAVHWNDElement@2@PEAUHINSTANCE__@@PEAPEAVElement@2@PEAPEAVDUIXmlParser@2@@Z
       2013  7DC 0006CAB8 ?LoadParser@TaskPage@DirectUI@@MEAAJPEAPEAVDUIXmlParser@2@@Z
       2014  7DD 000DCC10 ?LocalizedControlTypeProperty@Schema@DirectUI@@2HA
       2015  7DE 00063164 ?Locate@RefPointElement@DirectUI@@SAPEAV12@PEAVElement@2@@Z
       2016  7DF 0005E7E0 ?LocationProp@Element@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2017  7E0 0003BD60 ?LookupAccessibleRole@Schema@DirectUI@@SAHHPEA_N@Z
       2018  7E1 00027C68 ?LookupControlInfos@Schema@DirectUI@@CAJXZ
       2019  7E2 0005F20C ?LookupElement@DUIXmlParser@DirectUI@@QEAAJPEAUIXmlReader@@PEBGPEAUHINSTANCE__@@PEAPEAUIClassInfo@2@@Z
       2020  7E3 0000C744 ?LookupElement@DUIXmlParser@DirectUI@@QEAAJULINEINFO@2@PEBGPEAUHINSTANCE__@@PEAPEAUIClassInfo@2@@Z
       2021  7E4 00027E70 ?LookupEventInfos@Schema@DirectUI@@CAJXZ
       2022  7E5 00027CC4 ?LookupPatternInfos@Schema@DirectUI@@CAJXZ
       2023  7E6 00027C10 ?LookupPropertyInfos@Schema@DirectUI@@CAJXZ
       2024  7E7 0002FA7C ?MapElementPoint@Element@DirectUI@@QEAAXPEAV12@PEBUtagPOINT@@PEAU3@@Z
       2025  7E8 0000C940 ?MapPropertyEnumValue@DUIXmlParser@DirectUI@@IEAAJPEBUEnumMap@2@PEBGPEAH@Z
       2026  7E9 0000C048 ?MapPropertyNameToPropertyInfo@DUIXmlParser@DirectUI@@IEAAJULINEINFO@2@PEAUIClassInfo@2@PEBGPEAPEBUPropertyInfo@2@@Z
       2027  7EA 000391D8 ?MarginProp@Element@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2028  7EB 00059160 ?MarkHosted@Element@DirectUI@@IEAAXXZ
       2029  7EC 000591AC ?MarkNeedsDSUpdate@Element@DirectUI@@QEAAXXZ
       2030  7ED 00059170 ?MarkSelfLayout@Element@DirectUI@@IEAAXXZ
       2031  7EE 00061ED0 ?MaxLengthProp@Edit@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2032  7EF 0002B858 ?MaximumProp@CCBaseScrollBar@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2033  7F0 00062CB4 ?MaximumProp@Progress@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2034  7F1 00027790 ?MaximumProp@ScrollBar@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2035  7F2 000DCD38 ?MenuBarControlType@Schema@DirectUI@@2HA
       2036  7F3 000DCC64 ?MenuClosedEvent@Schema@DirectUI@@2HA
       2037  7F4 000DCC90 ?MenuControlType@Schema@DirectUI@@2HA
       2038  7F5 000DCCBC ?MenuItemControlType@Schema@DirectUI@@2HA
       2039  7F6 000DCD94 ?MenuOpenedEvent@Schema@DirectUI@@2HA
       2040  7F7 00027840 ?MessageCallback@Edit@DirectUI@@UEAAIPEAUtagGMSG@@@Z
       2041  7F8 00001BFC ?MessageCallback@Element@DirectUI@@UEAAIPEAUtagGMSG@@@Z
       2042  7F9 00013E60 ?MessageCallback@HWNDHost@DirectUI@@UEAAIPEAUtagGMSG@@@Z
       2043  7FA 0001D504 ?MinSizeProp@Element@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2044  7FB 0006B284 ?MinimumProp@CCBaseScrollBar@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2045  7FC 00062CA4 ?MinimumProp@Progress@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2046  7FD 00064234 ?MinimumProp@ScrollBar@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2047  7FE 0000408C ?MouseFocusedProp@Element@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2048  7FF 0002B370 ?MouseWithinProp@Element@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2049  800 000435E0 ?MultilineProp@Edit@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2050  801 000DCBD8 ?MultipleViewPattern@Schema@DirectUI@@2HA
       2051  802 000DCD18 ?NameProperty@Schema@DirectUI@@2HA
       2052  803 0005FBD0 ?Navigate@DuiNavigate@DirectUI@@SAPEAVElement@2@PEAV32@PEAV?$DynamicArray@PEAVElement@DirectUI@@$0A@@2@H@Z
       2053  804 0003B680 ?Navigate@ElementProvider@DirectUI@@UEAAJW4NavigateDirection@@PEAPEAUIRawElementProviderFragment@@@Z
       2054  805 0003BE58 ?Navigate@ElementProxy@DirectUI@@IEAAJW4NavigateDirection@@PEAPEAUIRawElementProviderFragment@@@Z
       2055  806 0006A150 ?Navigate@XProvider@DirectUI@@UEAAJHPEA_N@Z
       2056  807 000591BC ?NeedsDSUpdate@Element@DirectUI@@QEAA_NXZ
       2057  808 000DCCB0 ?NewNativeWindowHandleProperty@Schema@DirectUI@@2HA
       2058  809 0003AA10 ?Next@DuiAccessible@DirectUI@@UEAAJKPEAUtagVARIANT@@PEAK@Z
       2059  80A 00032150 ?Next@HWNDHostAccessible@DirectUI@@UEAAJKPEAUtagVARIANT@@PEAK@Z
       2060  80B 0006A9E0 ?NoteProp@CCCommandLink@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2061  80C 000DCD90 ?NullControlType@Schema@DirectUI@@2HA
       2062  80D 000672FC ?OnAction@AnimationStrip@DirectUI@@IEAAXPEAUGMA_ACTIONINFO@@@Z
       2063  80E 0000A644 ?OnAdd@BorderLayout@DirectUI@@UEAAXPEAVElement@2@PEAPEAV32@I@Z
       2064  80F 00009D7C ?OnAdd@Layout@DirectUI@@UEAAXPEAVElement@2@PEAPEAV32@I@Z
       2065  810 0001A350 ?OnAdd@NineGridLayout@DirectUI@@UEAAXPEAVElement@2@PEAPEAV32@I@Z
       2066  811 0002D7A4 ?OnAdd@ShellBorderLayout@DirectUI@@UEAAXPEAVElement@2@PEAPEAV32@I@Z
       2067  812 00038BD0 ?OnAdjustWindowSize@Combobox@DirectUI@@UEAAHHHI@Z
       2068  813 0002C5E4 ?OnAdjustWindowSize@HWNDHost@DirectUI@@UEAAHHHI@Z
       2069  814 00035FB8 ?OnChildLostFocus@DialogElement@DirectUI@@UEAA_NPEAVElement@2@@Z
       2070  815 00035F88 ?OnChildLostFocus@XBaby@DirectUI@@UEAA_NPEAVElement@2@@Z
       2071  816 00036030 ?OnChildReceivedFocus@DialogElement@DirectUI@@UEAA_NPEAVElement@2@@Z
       2072  817 00036000 ?OnChildReceivedFocus@XBaby@DirectUI@@UEAA_NPEAVElement@2@@Z
       2073  818 0005F7E8 ?OnCompositionChanged@HWNDElement@DirectUI@@UEAAXXZ
       2074  819 00062360 ?OnCtrlThemeChanged@HWNDHost@DirectUI@@UEAA_NI_K_JPEA_J@Z
       2075  81A 00001020 ?OnCustomDraw@CCBase@DirectUI@@UEAA_NPEAUtagNMCUSTOMDRAWINFO@@PEA_J@Z
       2076  81B 00067258 ?OnDestroy@AnimationStrip@DirectUI@@MEAAXXZ
       2077  81C 000364A0 ?OnDestroy@DialogElement@DirectUI@@UEAAXXZ
       2078  81D 000134F0 ?OnDestroy@Element@DirectUI@@UEAAXXZ
       2079  81E 0001ED50 ?OnDestroy@HWNDElement@DirectUI@@UEAAXXZ
       2080  81F 0001EFF0 ?OnDestroy@HWNDHost@DirectUI@@UEAAXXZ
       2081  820 000837AC ?OnDestroy@Movie@DirectUI@@UEAAXXZ
       2082  821 00068EB8 ?OnEvent@AutoButton@DirectUI@@UEAAXPEAUEvent@2@@Z
       2083  822 00035980 ?OnEvent@BaseScrollViewer@DirectUI@@UEAAXPEAUEvent@2@@Z
       2084  823 0006BAF0 ?OnEvent@Browser@DirectUI@@UEAAXPEAUEvent@2@@Z
       2085  824 0002C3D0 ?OnEvent@Element@DirectUI@@UEAAXPEAUEvent@2@@Z
       2086  825 000398F8 ?OnEvent@Expando@DirectUI@@UEAAXPEAUEvent@2@@Z
       2087  826 00017680 ?OnEvent@HWNDElement@DirectUI@@UEAAXPEAUEvent@2@@Z
       2088  827 0002C460 ?OnEvent@HWNDHost@DirectUI@@UEAAXPEAUEvent@2@@Z
       2089  828 000837EC ?OnEvent@Movie@DirectUI@@UEAAXPEAUEvent@2@@Z
       2090  829 0006C430 ?OnEvent@Navigator@DirectUI@@UEAAXPEAUEvent@2@@Z
       2091  82A 00063FC8 ?OnEvent@ScrollBar@DirectUI@@UEAAXPEAUEvent@2@@Z
       2092  82B 0002BF78 ?OnEvent@Selector@DirectUI@@UEAAXPEAUEvent@2@@Z
       2093  82C 00038A18 ?OnEvent@SelectorNoDefault@DirectUI@@UEAAXPEAUEvent@2@@Z
       2094  82D 0002BF78 ?OnEvent@Viewer@DirectUI@@UEAAXPEAUEvent@2@@Z
       2095  82E 00036100 ?OnEvent@XBaby@DirectUI@@UEAAXPEAUEvent@2@@Z
       2096  82F 00069A30 ?OnEvent@XElement@DirectUI@@UEAAXPEAUEvent@2@@Z
       2097  830 0006B9C8 ?OnGetDlgCode@DialogElement@DirectUI@@UEAAXPEAUtagMSG@@PEA_J@Z
       2098  831 0005F7DC ?OnGetDlgCode@HWNDElement@DirectUI@@UEAAXPEAUtagMSG@@PEA_J@Z
       2099  832 00004C64 ?OnGroupChanged@Element@DirectUI@@UEAAXH_N@Z
       2100  833 000066C8 ?OnGroupChanged@HWNDElement@DirectUI@@UEAAXH_N@Z
       2101  834 00038F88 ?OnHosted@Combobox@DirectUI@@UEAAXPEAVElement@2@@Z
       2102  835 0000A324 ?OnHosted@Element@DirectUI@@MEAAXPEAV12@@Z
       2103  836 00019A98 ?OnHosted@HWNDHost@DirectUI@@MEAAXPEAVElement@2@@Z
       2104  837 0003CE8C ?OnHosted@Movie@DirectUI@@UEAAXPEAVElement@2@@Z
       2105  838 000694C4 ?OnHosted@PushButton@DirectUI@@UEAAXPEAVElement@2@@Z
       2106  839 00035910 ?OnInput@BaseScrollViewer@DirectUI@@UEAAXPEAUInputEvent@2@@Z
       2107  83A 00031440 ?OnInput@Button@DirectUI@@UEAAXPEAUInputEvent@2@@Z
       2108  83B 00032A34 ?OnInput@CCBase@DirectUI@@UEAAXPEAUInputEvent@2@@Z
       2109  83C 0006AAB0 ?OnInput@CCCheckBox@DirectUI@@UEAAXPEAUInputEvent@2@@Z
       2110  83D 0006AB50 ?OnInput@CCProgressBar@DirectUI@@UEAAXPEAUInputEvent@2@@Z
       2111  83E 00032A10 ?OnInput@CCPushButton@DirectUI@@UEAAXPEAUInputEvent@2@@Z
       2112  83F 0006AAB0 ?OnInput@CCRadioButton@DirectUI@@UEAAXPEAUInputEvent@2@@Z
       2113  840 0006B4FC ?OnInput@CCSysLink@DirectUI@@UEAAXPEAUInputEvent@2@@Z
       2114  841 00032A34 ?OnInput@Combobox@DirectUI@@UEAAXPEAUInputEvent@2@@Z
       2115  842 00035ECC ?OnInput@DialogElement@DirectUI@@UEAAXPEAUInputEvent@2@@Z
       2116  843 00040328 ?OnInput@Edit@DirectUI@@UEAAXPEAUInputEvent@2@@Z
       2117  844 0002F334 ?OnInput@Element@DirectUI@@UEAAXPEAUInputEvent@2@@Z
       2118  845 0002F2E8 ?OnInput@HWNDElement@DirectUI@@UEAAXPEAUInputEvent@2@@Z
       2119  846 000325A8 ?OnInput@HWNDHost@DirectUI@@UEAAXPEAUInputEvent@2@@Z
       2120  847 000634DC ?OnInput@RepeatButton@DirectUI@@UEAAXPEAUInputEvent@2@@Z
       2121  848 000403DC ?OnInput@Selector@DirectUI@@UEAAXPEAUInputEvent@2@@Z
       2122  849 000662F0 ?OnInput@Thumb@DirectUI@@UEAAXPEAUInputEvent@2@@Z
       2123  84A 00035970 ?OnInput@Viewer@DirectUI@@UEAAXPEAUInputEvent@2@@Z
       2124  84B 00032A34 ?OnInput@XElement@DirectUI@@UEAAXPEAUInputEvent@2@@Z
       2125  84C 0003B528 ?OnInvoke@InvokeHelper@DirectUI@@AEAAXPEAUInvokeArgs@12@@Z
       2126  84D 000025F0 ?OnInvoke@Proxy@DirectUI@@MEAAXIPEAX@Z
       2127  84E 00036570 ?OnKeyFocusMoved@DialogElement@DirectUI@@UEAAXPEAVElement@2@0@Z
       2128  84F 00002520 ?OnKeyFocusMoved@Element@DirectUI@@UEAAXPEAV12@0@Z
       2129  850 0003FF74 ?OnKeyFocusMoved@Selector@DirectUI@@UEAAXPEAVElement@2@0@Z
       2130  851 00038978 ?OnKeyFocusMoved@SelectorNoDefault@DirectUI@@UEAAXPEAVElement@2@0@Z
       2131  852 00001A98 ?OnKillActive@TaskPage@DirectUI@@MEAA_JXZ
       2132  853 0001B660 ?OnLayoutPosChanged@BorderLayout@DirectUI@@UEAAXPEAVElement@2@0HH@Z
       2133  854 00014E80 ?OnLayoutPosChanged@Layout@DirectUI@@UEAAXPEAVElement@2@0HH@Z
       2134  855 00014D80 ?OnLayoutPosChanged@NineGridLayout@DirectUI@@UEAAXPEAVElement@2@0HH@Z
       2135  856 0002E550 ?OnLayoutPosChanged@ShellBorderLayout@DirectUI@@UEAAXPEAVElement@2@0HH@Z
       2136  857 000025F0 ?OnListenedEvent@BaseScrollViewer@DirectUI@@UEAAXPEAVElement@2@PEAUEvent@2@@Z
       2137  858 000025F0 ?OnListenedEvent@DialogElement@DirectUI@@UEAAXPEAVElement@2@PEAUEvent@2@@Z
       2138  859 000025F0 ?OnListenedEvent@TaskPage@DirectUI@@MEAAXPEAVElement@2@PEAUEvent@2@@Z
       2139  85A 000025F0 ?OnListenedInput@BaseScrollViewer@DirectUI@@UEAAXPEAVElement@2@PEAUInputEvent@2@@Z
       2140  85B 000025F0 ?OnListenedInput@DialogElement@DirectUI@@UEAAXPEAVElement@2@PEAUInputEvent@2@@Z
       2141  85C 000025F0 ?OnListenedInput@TaskPage@DirectUI@@MEAAXPEAVElement@2@PEAUInputEvent@2@@Z
       2142  85D 0001C9C0 ?OnListenedPropertyChanged@BaseScrollViewer@DirectUI@@UEAAXPEAVElement@2@PEBUPropertyInfo@2@HPEAVValue@2@2@Z
       2143  85E 000025F0 ?OnListenedPropertyChanged@DialogElement@DirectUI@@UEAAXPEAVElement@2@PEBUPropertyInfo@2@HPEAVValue@2@2@Z
       2144  85F 00032CDC ?OnListenedPropertyChanged@ScrollViewer@DirectUI@@UEAAXPEAVElement@2@PEBUPropertyInfo@2@HPEAVValue@2@2@Z
       2145  860 000272DC ?OnListenedPropertyChanged@StyledScrollViewer@DirectUI@@UEAAXPEAVElement@2@PEBUPropertyInfo@2@HPEAVValue@2@2@Z
       2146  861 000025F0 ?OnListenedPropertyChanged@TaskPage@DirectUI@@MEAAXPEAVElement@2@PEBUPropertyInfo@2@HPEAVValue@2@2@Z
       2147  862 00001B08 ?OnListenedPropertyChanging@BaseScrollViewer@DirectUI@@UEAA_NPEAVElement@2@PEBUPropertyInfo@2@HPEAVValue@2@2@Z
       2148  863 00001B08 ?OnListenedPropertyChanging@DialogElement@DirectUI@@UEAA_NPEAVElement@2@PEBUPropertyInfo@2@HPEAVValue@2@2@Z
       2149  864 00001B08 ?OnListenedPropertyChanging@TaskPage@DirectUI@@MEAA_NPEAVElement@2@PEBUPropertyInfo@2@HPEAVValue@2@2@Z
       2150  865 000025F0 ?OnListenerAttach@BaseScrollViewer@DirectUI@@UEAAXPEAVElement@2@@Z
       2151  866 000025F0 ?OnListenerAttach@DialogElement@DirectUI@@UEAAXPEAVElement@2@@Z
       2152  867 000025F0 ?OnListenerAttach@TaskPage@DirectUI@@MEAAXPEAVElement@2@@Z
       2153  868 000025F0 ?OnListenerDetach@BaseScrollViewer@DirectUI@@UEAAXPEAVElement@2@@Z
       2154  869 00036700 ?OnListenerDetach@DialogElement@DirectUI@@UEAAXPEAVElement@2@@Z
       2155  86A 000025F0 ?OnListenerDetach@TaskPage@DirectUI@@MEAAXPEAVElement@2@@Z
       2156  86B 000368BC ?OnLostDialogFocus@Button@DirectUI@@UEAA_NPEAVDialogElement@2@@Z
       2157  86C 00001020 ?OnLostDialogFocus@CCBase@DirectUI@@UEAA_NPEAVDialogElement@2@@Z
       2158  86D 00001020 ?OnLostDialogFocus@CCBaseCheckRadioButton@DirectUI@@UEAA_NPEAVDialogElement@2@@Z
       2159  86E 00038798 ?OnLostDialogFocus@CCPushButton@DirectUI@@UEAA_NPEAVDialogElement@2@@Z
       2160  86F 00038798 ?OnLostDialogFocus@CCSysLink@DirectUI@@UEAA_NPEAVDialogElement@2@@Z
